prices,sentiment
49.98,Negative
49.98,Positive
49.98,Positive
49.98,Positive
49.98,Positive
49.98,Positive
49.98,Positive
49.98,Negative
49.98,Positive
49.98,Positive
49.98,Positive
49.98,Positive
49.98,Positive
49.98,Positive
49.98,Positive
49.98,Positive
49.98,Positive
49.98,Positive
49.98,Negative
49.98,Positive
49.98,Positive
49.98,Positive
49.98,Negative
49.98,Positive
49.98,Positive
49.98,Positive
49.98,Positive
49.98,Negative
49.98,Positive
49.98,Positive
49.98,Positive
49.98,Positive
49.98,Neutral
49.98,Positive
49.98,Positive
49.98,Positive
49.98,Positive
49.98,Neutral
49.98,Neutral
49.98,Positive
49.98,Negative
49.98,Neutral
49.98,Positive
49.98,Positive
49.98,Neutral
49.98,Positive
49.98,Neutral
49.98,Positive
49.98,Negative
49.98,Positive
49.98,Positive
49.98,Negative
49.98,Positive
49.98,Positive
49.98,Negative
49.98,Positive
49.98,Positive
49.98,Positive
49.98,Negative
49.98,Positive
49.98,Positive
49.98,Negative
49.98,Positive
49.98,Positive
49.98,Positive
49.98,Positive
49.98,Positive
49.98,Positive
49.98,Positive
49.98,Positive
49.98,Positive
49.98,Positive
49.98,Positive
49.98,Negative
49.98,Positive
49.98,Positive
49.98,Positive
49.98,Positive
49.98,Positive
49.98,Positive
49.98,Neutral
49.98,Negative
49.98,Negative
49.98,Positive
49.98,Negative
49.98,Neutral
49.98,Positive
49.98,Positive
49.98,Positive
49.98,Positive
49.98,Positive
49.98,Positive
49.98,Positive
49.98,Positive
49.98,Positive
49.98,Positive
49.98,Negative
49.98,Positive
49.98,Positive
49.98,Negative
49.98,Positive
49.98,Positive
49.98,Negative
49.98,Positive
49.98,Positive
49.98,Positive
49.98,Positive
49.98,Positive
49.98,Positive
49.98,Positive
49.98,Positive
49.98,Positive
49.98,Positive
49.98,Positive
69.5,Negative
69.5,Negative
69.5,Negative
69.5,Positive
69.5,Neutral
69.5,Negative
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Negative
69.5,Negative
69.5,Negative
69.5,Positive
69.5,Neutral
69.5,Neutral
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Negative
69.5,Negative
69.5,Positive
69.5,Negative
69.5,Neutral
69.5,Positive
69.5,Neutral
69.5,Negative
69.5,Negative
69.5,Neutral
69.5,Positive
69.5,Positive
69.5,Neutral
69.5,Negative
69.5,Positive
69.5,Negative
69.5,Negative
69.5,Negative
69.5,Negative
69.5,Negative
69.5,Positive
69.5,Negative
69.5,Negative
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Negative
69.5,Negative
69.5,Neutral
69.5,Negative
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Negative
69.5,Negative
69.5,Negative
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Negative
69.5,Negative
69.5,Positive
69.5,Neutral
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Neutral
69.5,Neutral
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Negative
69.5,Negative
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Neutral
69.5,Neutral
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Negative
69.5,Negative
69.5,Negative
69.5,Neutral
69.5,Positive
69.5,Negative
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Neutral
69.5,Negative
69.5,Positive
69.5,Negative
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Negative
69.5,Neutral
69.5,Negative
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Negative
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Negative
69.5,Neutral
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Negative
69.5,Neutral
69.5,Neutral
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Neutral
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Negative
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Negative
69.5,Negative
69.5,Negative
69.5,Positive
69.5,Neutral
69.5,Neutral
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Negative
69.5,Negative
69.5,Negative
69.5,Neutral
69.5,Negative
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Negative
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Negative
69.5,Neutral
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Negative
69.5,Neutral
69.5,Neutral
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Negative
69.5,Negative
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Neutral
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Negative
69.5,Negative
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Negative
69.5,Negative
69.5,Positive
69.5,Negative
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Negative
69.5,Negative
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Neutral
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Negative
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Neutral
69.5,Negative
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Neutral
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Negative
69.5,Positive
69.5,Negative
69.5,Negative
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Negative
69.5,Negative
69.5,Negative
69.5,Negative
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Neutral
69.5,Positive
69.5,Positive
69.5,Neutral
69.5,Negative
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Neutral
69.5,Negative
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Negative
69.5,Neutral
69.5,Neutral
69.5,Negative
69.5,Negative
69.5,Neutral
69.5,Neutral
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Neutral
69.5,Negative
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Negative
69.5,Negative
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Negative
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Neutral
69.5,Neutral
69.5,Neutral
69.5,Neutral
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Negative
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Negative
69.5,Negative
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Neutral
69.5,Negative
69.5,Neutral
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Neutral
69.5,Negative
69.5,Negative
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Negative
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Neutral
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Neutral
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Negative
69.5,Neutral
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Negative
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Negative
69.5,Neutral
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Neutral
69.5,Neutral
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Negative
69.5,Neutral
69.5,Positive
69.5,Negative
69.5,Neutral
69.5,Negative
69.5,Neutral
69.5,Positive
69.5,Negative
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Neutral
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Negative
69.5,Neutral
69.5,Positive
69.5,Negative
69.5,Negative
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Negative
69.5,Negative
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Negative
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Negative
69.5,Negative
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Negative
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Negative
69.5,Neutral
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Negative
69.5,Negative
69.5,Negative
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Neutral
69.5,Neutral
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Neutral
69.5,Negative
69.5,Neutral
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Neutral
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Neutral
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Neutral
69.5,Neutral
69.5,Negative
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Negative
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Neutral
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Neutral
69.5,Neutral
69.5,Positive
69.5,Positive
69.5,Neutral
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Neutral
69.5,Negative
69.5,Neutral
69.5,Positive
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Neutral
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Neutral
69.5,Negative
69.5,Neutral
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Neutral
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Neutral
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Neutral
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Negative
69.5,Negative
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Negative
69.5,Neutral
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Negative
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Negative
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Negative
69.5,Neutral
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Negative
69.5,Neutral
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Neutral
69.5,Negative
69.5,Neutral
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Neutral
69.5,Negative
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Negative
69.5,Negative
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Negative
69.5,Neutral
69.5,Neutral
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Neutral
69.5,Negative
69.5,Positive
69.5,Negative
69.5,Neutral
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Negative
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Negative
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Negative
69.5,Neutral
69.5,Negative
69.5,Neutral
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Neutral
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Negative
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Neutral
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Neutral
69.5,Negative
69.5,Negative
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Neutral
69.5,Negative
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Neutral
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Negative
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Neutral
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Neutral
69.5,Neutral
69.5,Negative
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Neutral
69.5,Negative
69.5,Neutral
69.5,Negative
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Negative
69.5,Negative
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Neutral
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Neutral
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Neutral
69.5,Neutral
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Neutral
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Positive
69.5,Negative
69.5,Positive
69.5,Negative
